transaction_id,transaction_date,department,vendor_name,vendor_id,amount,payment_mode,purpose,location,budget_head
TXN200247,2024-05-18,Education,GreenPower Ltd,V005,187962,RTGS,Road Repair Work,Chennai,2202
TXN200248,2024-08-05,Health,RuralTech Services,V008,67818,RTGS,Electricity Infrastructure,Bengaluru,2210
TXN200249,2024-06-19,Public Works,ABC Pharma,V001,176172,CHEQUE,Medicine Procurement,Delhi,2210
TXN200250,2024-07-14,Urban Development,RuralTech Services,V008,95989,RTGS,Emergency Purchase,Pune,3451
TXN200251,2024-05-20,Transport,BuildRight Constructions,V003,49927,RTGS,Infrastructure Maintenance,Mumbai,3451
TXN200252,2024-05-13,Health,ABC Pharma,V001,1475177,CHEQUE,Road Repair Work,Bengaluru,2210
TXN200253,2024-10-21,Health,XYZ Medical,V002,187974,NEFT,Electricity Infrastructure,Delhi,3601
TXN200254,2024-10-19,Education,RuralTech Services,V008,137232,NEFT,Electricity Infrastructure,Mumbai,2202
TXN200255,2024-04-20,Public Works,AquaWorks,V006,758271,NEFT,Digital Education Program,Chennai,3451
TXN200256,2024-04-29,Health,BuildRight Constructions,V003,41514,NEFT,Electricity Infrastructure,Pune,3601
TXN200257,2024-11-12,Rural Development,XYZ Medical,V002,137435,RTGS,Road Repair Work,Delhi,3054
TXN200258,2024-12-03,Transport,BuildRight Constructions,V003,251695,NEFT,Electricity Infrastructure,Delhi,3451
TXN200259,2024-07-09,Health,BuildRight Constructions,V003,97816,NEFT,Water Pipeline Upgrade,Pune,2202
TXN200260,2024-11-15,Health,Metro Infra,V007,204723,NEFT,Road Repair Work,Pune,3054
TXN200261,2024-07-29,Transport,XYZ Medical,V002,77425,RTGS,Infrastructure Maintenance,Delhi,2202
TXN200262,2024-11-18,Urban Development,BuildRight Constructions,V003,79162,RTGS,Road Repair Work,Bengaluru,2202
TXN200263,2024-06-19,Health,GreenPower Ltd,V005,117739,RTGS,Emergency Purchase,Mumbai,3054
TXN200264,2024-12-08,Health,AquaWorks,V006,166467,NEFT,Infrastructure Maintenance,Chennai,2210
TXN200265,2024-07-18,Urban Development,RuralTech Services,V008,71244,RTGS,Emergency Purchase,Mumbai,3054
TXN200266,2024-11-08,Public Works,EduTech Solutions,V004,65576,RTGS,Digital Education Program,Bengaluru,2202
TXN200267,2024-04-30,Rural Development,GreenPower Ltd,V005,207722,NEFT,Road Repair Work,Chennai,3054
TXN200268,2024-12-18,Education,RuralTech Services,V008,1300612,NEFT,Digital Education Program,Bengaluru,2210
TXN200269,2024-10-27,Education,GreenPower Ltd,V005,76195,NEFT,Water Pipeline Upgrade,Mumbai,2202
TXN200270,2024-07-10,Urban Development,XYZ Medical,V002,273131,CHEQUE,Electricity Infrastructure,Bengaluru,3054
TXN200271,2024-06-29,Education,BuildRight Constructions,V003,225534,CHEQUE,Emergency Purchase,Mumbai,3601
TXN200272,2024-09-05,Education,ABC Pharma,V001,1789600,RTGS,Emergency Purchase,Delhi,3601
TXN200273,2024-09-25,Public Works,GreenPower Ltd,V005,266624,RTGS,Medicine Procurement,Delhi,3451
TXN200274,2024-12-01,Education,GreenPower Ltd,V005,187620,RTGS,Medicine Procurement,Mumbai,3054
TXN200275,2025-01-20,Urban Development,ABC Pharma,V001,156855,CHEQUE,Medicine Procurement,Delhi,3054
TXN200276,2024-08-04,Public Works,Metro Infra,V007,275416,NEFT,Digital Education Program,Delhi,3451
TXN200277,2024-11-15,Urban Development,ABC Pharma,V001,180858,NEFT,Medicine Procurement,Mumbai,2210
TXN200278,2024-07-24,Urban Development,BuildRight Constructions,V003,121766,RTGS,Water Pipeline Upgrade,Delhi,2210
TXN200279,2024-05-20,Rural Development,EduTech Solutions,V004,259501,CHEQUE,Electricity Infrastructure,Chennai,3451
TXN200280,2024-12-24,Education,RuralTech Services,V008,896935,CHEQUE,Infrastructure Maintenance,Delhi,3054
TXN200281,2024-06-03,Transport,RuralTech Services,V008,239625,RTGS,Medicine Procurement,Delhi,2210
TXN200282,2024-10-25,Education,EduTech Solutions,V004,78592,CHEQUE,Water Pipeline Upgrade,Bengaluru,3451
TXN200283,2024-06-24,Health,Metro Infra,V007,196510,CHEQUE,Water Pipeline Upgrade,Delhi,3451
TXN200284,2024-04-27,Public Works,AquaWorks,V006,259825,RTGS,Electricity Infrastructure,Bengaluru,3601
TXN200285,2024-09-12,Transport,ABC Pharma,V001,78437,CHEQUE,Digital Education Program,Mumbai,3451
TXN200286,2024-04-06,Public Works,XYZ Medical,V002,58157,RTGS,Road Repair Work,Mumbai,3601
TXN200287,2024-04-11,Education,BuildRight Constructions,V003,144084,RTGS,Electricity Infrastructure,Delhi,2210
TXN200288,2024-04-18,Rural Development,GreenPower Ltd,V005,203439,RTGS,Electricity Infrastructure,Chennai,2210
TXN200289,2024-05-22,Public Works,XYZ Medical,V002,153689,NEFT,Medicine Procurement,Pune,2210
TXN200290,2024-09-04,Public Works,BuildRight Constructions,V003,195789,CHEQUE,Digital Education Program,Delhi,3451
TXN200291,2024-12-30,Education,RuralTech Services,V008,74437,RTGS,Road Repair Work,Chennai,3054
TXN200292,2024-08-19,Education,XYZ Medical,V002,115279,RTGS,Water Pipeline Upgrade,Chennai,2202
TXN200293,2024-10-15,Education,AquaWorks,V006,183662,RTGS,Water Pipeline Upgrade,Bengaluru,3451
TXN200294,2024-09-06,Health,EduTech Solutions,V004,89493,CHEQUE,Water Pipeline Upgrade,Bengaluru,3601
TXN200295,2024-10-20,Health,AquaWorks,V006,102532,RTGS,Water Pipeline Upgrade,Pune,3451
TXN200296,2024-08-17,Public Works,EduTech Solutions,V004,242408,NEFT,Infrastructure Maintenance,Chennai,2210
TXN200297,2024-09-26,Transport,ABC Pharma,V001,258714,RTGS,Digital Education Program,Delhi,3601
TXN200298,2024-07-25,Rural Development,BuildRight Constructions,V003,215175,RTGS,Infrastructure Maintenance,Mumbai,3601
TXN200299,2024-08-20,Urban Development,XYZ Medical,V002,234846,RTGS,Digital Education Program,Mumbai,3451
TXN200300,2024-05-23,Health,Metro Infra,V007,193573,NEFT,Road Repair Work,Bengaluru,3601
TXN200301,2024-06-16,Transport,GreenPower Ltd,V005,199208,NEFT,Road Repair Work,Bengaluru,3451
TXN200302,2024-08-26,Rural Development,AquaWorks,V006,142415,CHEQUE,Water Pipeline Upgrade,Chennai,3451
TXN200303,2024-09-12,Health,RuralTech Services,V008,118649,NEFT,Water Pipeline Upgrade,Pune,2202
TXN200304,2024-11-10,Urban Development,Metro Infra,V007,63050,RTGS,Digital Education Program,Chennai,2202
TXN200305,2024-09-14,Education,Metro Infra,V007,42802,NEFT,Medicine Procurement,Pune,3601
TXN200306,2024-12-11,Public Works,GreenPower Ltd,V005,154598,CHEQUE,Emergency Purchase,Chennai,3451
TXN200307,2024-10-17,Transport,AquaWorks,V006,1436324,RTGS,Medicine Procurement,Delhi,3601
TXN200308,2024-07-27,Health,Metro Infra,V007,145091,CHEQUE,Water Pipeline Upgrade,Chennai,2202
TXN200309,2024-07-06,Transport,RuralTech Services,V008,241150,CHEQUE,Water Pipeline Upgrade,Pune,3601
TXN200310,2024-05-18,Education,AquaWorks,V006,59683,RTGS,Water Pipeline Upgrade,Mumbai,2210
TXN200311,2024-08-29,Rural Development,AquaWorks,V006,173399,RTGS,Electricity Infrastructure,Mumbai,3601
TXN200312,2024-08-27,Urban Development,EduTech Solutions,V004,89311,RTGS,Infrastructure Maintenance,Delhi,3601
TXN200313,2024-05-25,Public Works,ABC Pharma,V001,42813,NEFT,Digital Education Program,Chennai,2210
TXN200314,2024-09-03,Transport,XYZ Medical,V002,215140,NEFT,Infrastructure Maintenance,Mumbai,3451
TXN200315,2025-01-09,Urban Development,GreenPower Ltd,V005,274766,CHEQUE,Water Pipeline Upgrade,Mumbai,3601
TXN200316,2024-07-11,Transport,XYZ Medical,V002,175901,CHEQUE,Medicine Procurement,Delhi,2210
TXN200317,2024-05-09,Education,RuralTech Services,V008,200695,RTGS,Emergency Purchase,Delhi,2210
TXN200318,2025-01-22,Public Works,BuildRight Constructions,V003,132758,RTGS,Infrastructure Maintenance,Delhi,3054
TXN200319,2024-05-21,Urban Development,XYZ Medical,V002,157922,CHEQUE,Road Repair Work,Delhi,2210
TXN200320,2024-07-22,Transport,ABC Pharma,V001,202575,NEFT,Infrastructure Maintenance,Mumbai,2210
TXN200321,2024-06-21,Urban Development,BuildRight Constructions,V003,275632,RTGS,Digital Education Program,Bengaluru,3601
TXN200322,2024-08-08,Transport,XYZ Medical,V002,142182,CHEQUE,Electricity Infrastructure,Chennai,2202
TXN200323,2024-10-29,Public Works,Metro Infra,V007,166979,NEFT,Emergency Purchase,Mumbai,2210
TXN200324,2024-06-28,Education,AquaWorks,V006,42000,RTGS,Road Repair Work,Chennai,3054
TXN200325,2024-05-29,Public Works,Metro Infra,V007,210729,NEFT,Medicine Procurement,Bengaluru,3054
TXN200326,2025-01-09,Education,Metro Infra,V007,114340,RTGS,Infrastructure Maintenance,Bengaluru,2210
TXN200327,2024-08-21,Rural Development,ABC Pharma,V001,80866,NEFT,Electricity Infrastructure,Mumbai,2210
TXN200328,2024-07-10,Public Works,BuildRight Constructions,V003,162435,NEFT,Infrastructure Maintenance,Pune,3054
TXN200329,2024-07-20,Rural Development,Metro Infra,V007,192238,NEFT,Digital Education Program,Bengaluru,3601
TXN200330,2024-07-14,Education,RuralTech Services,V008,225197,RTGS,Water Pipeline Upgrade,Bengaluru,3601
TXN200331,2024-10-06,Urban Development,EduTech Solutions,V004,173744,NEFT,Infrastructure Maintenance,Delhi,3601
TXN200332,2024-05-17,Urban Development,GreenPower Ltd,V005,240491,RTGS,Medicine Procurement,Chennai,2202
TXN200333,2024-09-07,Health,Metro Infra,V007,222101,NEFT,Emergency Purchase,Mumbai,3054
TXN200334,2024-07-06,Rural Development,XYZ Medical,V002,1458083,CHEQUE,Emergency Purchase,Pune,2202
TXN200335,2024-05-04,Rural Development,GreenPower Ltd,V005,1305171,NEFT,Emergency Purchase,Bengaluru,3054
TXN200336,2024-09-30,Transport,RuralTech Services,V008,271409,CHEQUE,Emergency Purchase,Mumbai,3054
TXN200337,2024-06-30,Health,AquaWorks,V006,213961,CHEQUE,Digital Education Program,Bengaluru,2210
TXN200338,2024-11-23,Education,Metro Infra,V007,204843,NEFT,Infrastructure Maintenance,Pune,2210
TXN200339,2024-08-17,Urban Development,EduTech Solutions,V004,50604,RTGS,Medicine Procurement,Chennai,2202
TXN200340,2024-11-07,Education,GreenPower Ltd,V005,233547,NEFT,Water Pipeline Upgrade,Pune,2202
TXN200341,2025-01-15,Education,RuralTech Services,V008,106770,RTGS,Electricity Infrastructure,Chennai,3054
TXN200342,2024-04-01,Health,GreenPower Ltd,V005,269405,CHEQUE,Water Pipeline Upgrade,Delhi,2202
TXN200343,2024-05-27,Health,AquaWorks,V006,279725,RTGS,Electricity Infrastructure,Delhi,3451
TXN200344,2024-10-19,Rural Development,EduTech Solutions,V004,63575,RTGS,Road Repair Work,Bengaluru,3054
TXN200345,2024-12-14,Rural Development,RuralTech Services,V008,217363,CHEQUE,Infrastructure Maintenance,Bengaluru,3601
TXN200346,2024-06-05,Transport,EduTech Solutions,V004,1247770,NEFT,Water Pipeline Upgrade,Mumbai,2202
TXN200347,2025-01-04,Public Works,EduTech Solutions,V004,84053,RTGS,Digital Education Program,Bengaluru,2210
TXN200348,2024-07-13,Rural Development,GreenPower Ltd,V005,219891,CHEQUE,Road Repair Work,Bengaluru,2202
TXN200349,2024-08-02,Health,RuralTech Services,V008,208010,RTGS,Electricity Infrastructure,Pune,2202
TXN200350,2024-06-12,Urban Development,EduTech Solutions,V004,253750,NEFT,Water Pipeline Upgrade,Bengaluru,2202
TXN200351,2024-06-19,Urban Development,RuralTech Services,V008,146456,NEFT,Medicine Procurement,Pune,2210
TXN200352,2024-10-02,Transport,EduTech Solutions,V004,1289054,RTGS,Infrastructure Maintenance,Delhi,3054
TXN200353,2024-11-16,Health,BuildRight Constructions,V003,162856,CHEQUE,Digital Education Program,Pune,2202
TXN200354,2025-01-11,Health,ABC Pharma,V001,1718219,NEFT,Electricity Infrastructure,Pune,3601
TXN200355,2024-08-14,Health,RuralTech Services,V008,168016,NEFT,Emergency Purchase,Chennai,3054
TXN200356,2024-04-05,Public Works,XYZ Medical,V002,204559,CHEQUE,Electricity Infrastructure,Pune,2202
TXN200357,2024-05-11,Education,ABC Pharma,V001,1528947,NEFT,Digital Education Program,Pune,2202
TXN200358,2024-12-26,Rural Development,BuildRight Constructions,V003,1350849,CHEQUE,Water Pipeline Upgrade,Pune,3451
TXN200359,2024-07-04,Rural Development,AquaWorks,V006,136606,NEFT,Water Pipeline Upgrade,Pune,3054
TXN200360,2024-08-01,Health,ABC Pharma,V001,1545618,NEFT,Infrastructure Maintenance,Bengaluru,3451
TXN200361,2024-12-12,Rural Development,BuildRight Constructions,V003,197974,CHEQUE,Electricity Infrastructure,Delhi,2202
TXN200362,2024-07-26,Education,BuildRight Constructions,V003,145220,NEFT,Medicine Procurement,Bengaluru,3451
TXN200363,2024-07-07,Education,AquaWorks,V006,1772253,RTGS,Infrastructure Maintenance,Pune,2210
TXN200364,2024-04-29,Urban Development,Metro Infra,V007,56441,RTGS,Medicine Procurement,Mumbai,2202
TXN200365,2024-10-11,Public Works,ABC Pharma,V001,187684,CHEQUE,Digital Education Program,Chennai,2202
TXN200366,2024-11-27,Health,AquaWorks,V006,152295,CHEQUE,Electricity Infrastructure,Mumbai,3451
TXN200367,2024-05-12,Health,AquaWorks,V006,117866,CHEQUE,Water Pipeline Upgrade,Bengaluru,3054
TXN200368,2024-12-03,Rural Development,BuildRight Constructions,V003,130022,CHEQUE,Electricity Infrastructure,Delhi,2202
TXN200369,2024-07-23,Rural Development,RuralTech Services,V008,78513,CHEQUE,Water Pipeline Upgrade,Pune,3601
TXN200370,2025-01-23,Transport,AquaWorks,V006,188062,RTGS,Road Repair Work,Pune,2210
TXN200371,2024-07-26,Education,EduTech Solutions,V004,69431,NEFT,Emergency Purchase,Pune,2210
TXN200372,2024-07-06,Urban Development,GreenPower Ltd,V005,99504,CHEQUE,Road Repair Work,Mumbai,3601
TXN200373,2025-01-19,Rural Development,XYZ Medical,V002,278355,CHEQUE,Water Pipeline Upgrade,Delhi,3451
TXN200374,2024-05-08,Transport,BuildRight Constructions,V003,184326,CHEQUE,Electricity Infrastructure,Delhi,3601
TXN200375,2024-05-23,Transport,Metro Infra,V007,90238,CHEQUE,Road Repair Work,Delhi,2202
TXN200376,2024-10-09,Urban Development,ABC Pharma,V001,52378,RTGS,Medicine Procurement,Delhi,3601
TXN200377,2024-07-19,Transport,GreenPower Ltd,V005,75545,RTGS,Medicine Procurement,Chennai,2202
TXN200378,2025-01-14,Health,AquaWorks,V006,235411,RTGS,Emergency Purchase,Delhi,3054
TXN200379,2024-06-02,Education,AquaWorks,V006,177549,RTGS,Electricity Infrastructure,Bengaluru,2210
TXN200380,2024-09-28,Health,AquaWorks,V006,250507,CHEQUE,Medicine Procurement,Delhi,2202
TXN200381,2024-08-09,Public Works,EduTech Solutions,V004,45579,CHEQUE,Road Repair Work,Delhi,2210
TXN200382,2024-12-06,Health,XYZ Medical,V002,88567,NEFT,Water Pipeline Upgrade,Pune,3451
TXN200383,2024-06-13,Urban Development,GreenPower Ltd,V005,220753,RTGS,Road Repair Work,Delhi,2210
TXN200384,2024-09-23,Education,RuralTech Services,V008,268867,NEFT,Emergency Purchase,Delhi,2210
TXN200385,2024-07-03,Urban Development,Metro Infra,V007,81493,CHEQUE,Emergency Purchase,Bengaluru,3451
TXN200386,2024-07-27,Urban Development,XYZ Medical,V002,178480,NEFT,Digital Education Program,Mumbai,3601
TXN200387,2024-04-23,Education,BuildRight Constructions,V003,230643,RTGS,Digital Education Program,Chennai,3451
TXN200388,2024-10-16,Public Works,AquaWorks,V006,1713842,RTGS,Infrastructure Maintenance,Delhi,2202
TXN200389,2024-11-22,Urban Development,ABC Pharma,V001,230569,CHEQUE,Infrastructure Maintenance,Pune,3451
TXN200390,2024-08-18,Health,GreenPower Ltd,V005,190346,CHEQUE,Water Pipeline Upgrade,Mumbai,2210
TXN200391,2025-01-13,Health,EduTech Solutions,V004,205963,CHEQUE,Electricity Infrastructure,Delhi,3054
TXN200392,2024-08-23,Education,BuildRight Constructions,V003,119690,RTGS,Electricity Infrastructure,Pune,3601
TXN200393,2024-08-04,Public Works,Metro Infra,V007,224608,RTGS,Electricity Infrastructure,Pune,3451
TXN200394,2024-12-14,Public Works,EduTech Solutions,V004,131550,NEFT,Infrastructure Maintenance,Mumbai,2210
TXN200395,2024-11-19,Transport,RuralTech Services,V008,242466,RTGS,Infrastructure Maintenance,Chennai,2210
TXN200396,2024-06-13,Public Works,GreenPower Ltd,V005,189919,CHEQUE,Electricity Infrastructure,Pune,2210
TXN200397,2024-07-07,Urban Development,XYZ Medical,V002,119753,CHEQUE,Digital Education Program,Bengaluru,3054
TXN200398,2024-11-06,Rural Development,XYZ Medical,V002,123691,NEFT,Digital Education Program,Pune,3601
TXN200399,2024-04-12,Education,GreenPower Ltd,V005,45260,NEFT,Medicine Procurement,Bengaluru,3451
TXN200400,2024-07-12,Urban Development,GreenPower Ltd,V005,209893,NEFT,Infrastructure Maintenance,Mumbai,2210
TXN200401,2024-06-06,Urban Development,ABC Pharma,V001,1415465,CHEQUE,Infrastructure Maintenance,Delhi,2202
TXN200402,2024-08-17,Urban Development,ABC Pharma,V001,47228,NEFT,Digital Education Program,Pune,2210
TXN200403,2024-12-05,Transport,AquaWorks,V006,266310,RTGS,Emergency Purchase,Delhi,2210
TXN200404,2024-09-19,Transport,Metro Infra,V007,161471,NEFT,Medicine Procurement,Pune,3601
TXN200405,2024-09-08,Health,Metro Infra,V007,229827,RTGS,Infrastructure Maintenance,Delhi,2210
TXN200406,2024-06-19,Education,BuildRight Constructions,V003,260360,NEFT,Digital Education Program,Pune,3451
TXN200407,2024-09-24,Urban Development,BuildRight Constructions,V003,197697,CHEQUE,Digital Education Program,Mumbai,3601
TXN200408,2024-08-11,Rural Development,RuralTech Services,V008,243421,CHEQUE,Digital Education Program,Chennai,3451
TXN200409,2025-01-12,Public Works,AquaWorks,V006,111808,NEFT,Digital Education Program,Delhi,3601
TXN200410,2024-11-30,Health,AquaWorks,V006,204863,NEFT,Road Repair Work,Delhi,2210
TXN200411,2024-06-08,Health,ABC Pharma,V001,93723,CHEQUE,Emergency Purchase,Mumbai,3054
TXN200412,2024-10-05,Rural Development,BuildRight Constructions,V003,268284,CHEQUE,Emergency Purchase,Mumbai,3601
TXN200413,2024-04-15,Public Works,EduTech Solutions,V004,265400,RTGS,Infrastructure Maintenance,Pune,3451
TXN200414,2024-11-22,Education,AquaWorks,V006,46939,NEFT,Electricity Infrastructure,Delhi,2210
TXN200415,2024-10-23,Rural Development,AquaWorks,V006,1488512,RTGS,Road Repair Work,Mumbai,2210
TXN200416,2024-08-07,Health,GreenPower Ltd,V005,103394,NEFT,Digital Education Program,Mumbai,3054
TXN200417,2024-11-04,Rural Development,GreenPower Ltd,V005,170705,NEFT,Water Pipeline Upgrade,Mumbai,3451
TXN200418,2024-08-15,Education,GreenPower Ltd,V005,126908,NEFT,Road Repair Work,Mumbai,2202
TXN200419,2024-09-11,Rural Development,RuralTech Services,V008,53665,NEFT,Emergency Purchase,Pune,2210
TXN200420,2024-11-11,Education,Metro Infra,V007,118014,CHEQUE,Medicine Procurement,Delhi,2202
TXN200421,2024-04-05,Education,GreenPower Ltd,V005,232942,RTGS,Medicine Procurement,Mumbai,3451
TXN200422,2024-10-21,Health,Metro Infra,V007,214417,CHEQUE,Road Repair Work,Pune,2210
TXN200423,2025-01-25,Education,EduTech Solutions,V004,220737,NEFT,Medicine Procurement,Mumbai,3601
TXN200424,2024-07-28,Urban Development,Metro Infra,V007,230973,NEFT,Medicine Procurement,Pune,2210
TXN200425,2024-05-27,Health,RuralTech Services,V008,177734,RTGS,Medicine Procurement,Mumbai,2202
TXN200426,2025-01-02,Education,XYZ Medical,V002,260089,RTGS,Medicine Procurement,Pune,2202
TXN200427,2024-07-24,Rural Development,XYZ Medical,V002,86457,NEFT,Digital Education Program,Pune,2210
TXN200428,2024-04-23,Education,ABC Pharma,V001,185914,RTGS,Digital Education Program,Delhi,3054
TXN200429,2024-04-22,Rural Development,RuralTech Services,V008,183867,RTGS,Electricity Infrastructure,Bengaluru,3054
TXN200430,2024-10-22,Transport,AquaWorks,V006,140394,NEFT,Road Repair Work,Bengaluru,3451
TXN200431,2024-06-13,Rural Development,ABC Pharma,V001,171347,RTGS,Electricity Infrastructure,Chennai,3451
TXN200432,2024-08-02,Education,XYZ Medical,V002,770574,CHEQUE,Medicine Procurement,Bengaluru,3601
TXN200433,2024-09-14,Rural Development,RuralTech Services,V008,122736,RTGS,Water Pipeline Upgrade,Delhi,3451
TXN200434,2024-11-27,Urban Development,AquaWorks,V006,139586,NEFT,Emergency Purchase,Bengaluru,3054
TXN200435,2024-05-03,Transport,GreenPower Ltd,V005,217524,RTGS,Medicine Procurement,Chennai,2202
TXN200436,2024-08-14,Public Works,RuralTech Services,V008,131167,CHEQUE,Water Pipeline Upgrade,Bengaluru,3601
TXN200437,2024-07-23,Education,XYZ Medical,V002,178608,RTGS,Water Pipeline Upgrade,Mumbai,3601
TXN200438,2024-06-26,Public Works,EduTech Solutions,V004,79965,CHEQUE,Road Repair Work,Mumbai,2210
TXN200439,2024-09-12,Transport,AquaWorks,V006,254373,RTGS,Medicine Procurement,Bengaluru,2202
TXN200440,2024-08-07,Transport,XYZ Medical,V002,213802,CHEQUE,Water Pipeline Upgrade,Pune,3451
TXN200441,2024-05-16,Public Works,Metro Infra,V007,156969,CHEQUE,Medicine Procurement,Bengaluru,3451
TXN200442,2024-06-29,Urban Development,BuildRight Constructions,V003,973725,RTGS,Road Repair Work,Chennai,2202
TXN200443,2024-10-07,Urban Development,AquaWorks,V006,106287,NEFT,Water Pipeline Upgrade,Mumbai,2210
TXN200444,2025-01-18,Public Works,ABC Pharma,V001,120357,CHEQUE,Water Pipeline Upgrade,Pune,3054
TXN200445,2024-08-09,Education,GreenPower Ltd,V005,63941,CHEQUE,Electricity Infrastructure,Bengaluru,2210
TXN200446,2024-07-13,Education,Metro Infra,V007,116140,CHEQUE,Emergency Purchase,Pune,2210
TXN200447,2024-11-13,Transport,AquaWorks,V006,1319177,RTGS,Road Repair Work,Chennai,3054
TXN200448,2024-09-28,Education,Metro Infra,V007,73940,CHEQUE,Infrastructure Maintenance,Chennai,3054
TXN200449,2024-05-03,Rural Development,EduTech Solutions,V004,58554,NEFT,Emergency Purchase,Bengaluru,3451
TXN200450,2024-10-19,Urban Development,Metro Infra,V007,276273,CHEQUE,Emergency Purchase,Delhi,2210
TXN200451,2025-01-14,Transport,RuralTech Services,V008,154326,RTGS,Road Repair Work,Mumbai,2210
TXN200452,2024-11-12,Transport,RuralTech Services,V008,237342,NEFT,Electricity Infrastructure,Mumbai,2202
TXN200453,2024-10-23,Urban Development,ABC Pharma,V001,117065,CHEQUE,Digital Education Program,Bengaluru,3451
TXN200454,2024-05-31,Health,EduTech Solutions,V004,189690,NEFT,Medicine Procurement,Bengaluru,2210
TXN200455,2024-07-20,Urban Development,RuralTech Services,V008,1119086,CHEQUE,Digital Education Program,Bengaluru,2210
TXN200456,2025-01-07,Rural Development,Metro Infra,V007,76757,RTGS,Emergency Purchase,Delhi,2202
TXN200457,2024-09-12,Public Works,EduTech Solutions,V004,41579,NEFT,Water Pipeline Upgrade,Pune,3601
TXN200458,2024-08-13,Health,AquaWorks,V006,214051,RTGS,Water Pipeline Upgrade,Bengaluru,3601
TXN200459,2024-11-02,Rural Development,ABC Pharma,V001,105148,RTGS,Emergency Purchase,Bengaluru,3601
TXN200460,2024-08-10,Public Works,EduTech Solutions,V004,94396,CHEQUE,Electricity Infrastructure,Pune,3451
TXN200461,2024-12-07,Rural Development,BuildRight Constructions,V003,250095,RTGS,Infrastructure Maintenance,Bengaluru,3601
TXN200462,2024-04-27,Rural Development,AquaWorks,V006,841855,RTGS,Water Pipeline Upgrade,Pune,2210
TXN200463,2024-08-19,Education,RuralTech Services,V008,226268,NEFT,Emergency Purchase,Chennai,3601
TXN200464,2024-11-19,Transport,RuralTech Services,V008,93271,NEFT,Infrastructure Maintenance,Bengaluru,2210
TXN200465,2024-04-26,Education,XYZ Medical,V002,170324,NEFT,Medicine Procurement,Chennai,2202
TXN200466,2024-12-12,Education,GreenPower Ltd,V005,180102,NEFT,Infrastructure Maintenance,Mumbai,3601
TXN200467,2024-05-22,Transport,XYZ Medical,V002,63994,NEFT,Road Repair Work,Mumbai,3054
TXN200468,2024-11-13,Rural Development,Metro Infra,V007,54854,CHEQUE,Infrastructure Maintenance,Delhi,2202
TXN200469,2024-11-15,Public Works,EduTech Solutions,V004,248982,RTGS,Electricity Infrastructure,Chennai,2202
TXN200470,2024-09-06,Public Works,AquaWorks,V006,96250,NEFT,Emergency Purchase,Mumbai,3451
TXN200471,2024-04-17,Public Works,Metro Infra,V007,116299,NEFT,Electricity Infrastructure,Chennai,2210
TXN200472,2024-07-11,Transport,BuildRight Constructions,V003,152684,RTGS,Electricity Infrastructure,Bengaluru,2210
TXN200473,2024-04-20,Public Works,XYZ Medical,V002,95174,CHEQUE,Water Pipeline Upgrade,Chennai,2210
TXN200474,2024-08-27,Transport,AquaWorks,V006,1741341,NEFT,Infrastructure Maintenance,Bengaluru,3054
TXN200475,2024-09-03,Urban Development,XYZ Medical,V002,163327,RTGS,Emergency Purchase,Mumbai,3601
TXN200476,2024-09-01,Health,XYZ Medical,V002,130255,NEFT,Infrastructure Maintenance,Pune,2210
TXN200477,2024-06-28,Public Works,AquaWorks,V006,104853,RTGS,Electricity Infrastructure,Pune,2202
TXN200478,2024-05-27,Public Works,XYZ Medical,V002,159270,NEFT,Electricity Infrastructure,Chennai,2210
TXN200479,2024-06-22,Urban Development,Metro Infra,V007,48841,NEFT,Water Pipeline Upgrade,Chennai,2210
TXN200480,2024-10-29,Rural Development,BuildRight Constructions,V003,259464,RTGS,Medicine Procurement,Pune,2202
TXN200481,2024-10-02,Education,XYZ Medical,V002,260802,CHEQUE,Emergency Purchase,Bengaluru,3054
TXN200482,2024-06-16,Public Works,XYZ Medical,V002,1200631,NEFT,Infrastructure Maintenance,Bengaluru,3054
TXN200483,2024-12-31,Urban Development,XYZ Medical,V002,104479,NEFT,Water Pipeline Upgrade,Chennai,2210
TXN200484,2024-12-16,Public Works,AquaWorks,V006,114313,RTGS,Water Pipeline Upgrade,Mumbai,2202
TXN200485,2024-08-01,Rural Development,EduTech Solutions,V004,43961,NEFT,Medicine Procurement,Bengaluru,3601
TXN200486,2024-07-17,Rural Development,EduTech Solutions,V004,1059194,NEFT,Emergency Purchase,Pune,2210
TXN200487,2024-11-04,Transport,XYZ Medical,V002,273440,NEFT,Medicine Procurement,Chennai,2202
TXN200488,2024-07-29,Education,ABC Pharma,V001,59150,CHEQUE,Digital Education Program,Delhi,2210
TXN200489,2024-07-20,Urban Development,BuildRight Constructions,V003,129672,NEFT,Emergency Purchase,Bengaluru,3601
TXN200490,2024-07-03,Health,AquaWorks,V006,147995,RTGS,Medicine Procurement,Delhi,2202
TXN200491,2024-06-15,Rural Development,BuildRight Constructions,V003,130261,NEFT,Infrastructure Maintenance,Mumbai,2202
TXN200492,2024-09-17,Rural Development,XYZ Medical,V002,247510,RTGS,Medicine Procurement,Bengaluru,3601
TXN200493,2024-09-16,Health,XYZ Medical,V002,203880,NEFT,Emergency Purchase,Pune,3451
TXN200494,2024-05-18,Rural Development,AquaWorks,V006,250591,RTGS,Electricity Infrastructure,Bengaluru,2202
TXN200495,2024-08-11,Rural Development,GreenPower Ltd,V005,235287,RTGS,Emergency Purchase,Chennai,2202
